Name,Symbol,Price,1h price,24h price,7d price,30d price,Total volume 24h,Circulating supply,Total supply,Market cap
cDAI,CDAI,"US$0,02249068",0.0%,-0.0%,0.6%,0.2%,US$305,"
      7.433.722.599
    ","
      7,43 Miliar
    ",US$167.189.484
ICON,ICX,"US$0,172358",-0.3%,-1.0%,0.7%,0.8%,US$1.803.467,"
      967.906.763
    ","
      980 Juta
    ",US$166.785.313
BTSE Token,BTSE,"US$1,02",-,0.0%,-1.3%,-1.3%,US$667,"
      162.061.501
    ","
      200 Juta
    ",US$165.562.039
Audius,AUDIO,"US$0,146393",-0.2%,-1.6%,-4.9%,-1.4%,US$3.415.838,"
      1.113.298.607
    ","
      1,19 Miliar
    ",US$163.000.765
Blur,BLUR,"US$0,170669",-0.2%,-1.7%,-3.0%,-19.5%,US$5.820.081,"
      952.747.542
    ","
      3 Miliar
    ",US$162.518.013
SXP,SXP,"US$0,278069",-0.2%,-3.3%,1.2%,4.4%,US$9.370.172,"
      578.937.879
    ","
      579 Juta
    ",US$160.921.588
Livepeer,LPT,"US$5,51",-0.5%,-0.1%,-6.5%,-30.3%,US$17.863.264,"
      29.144.244
    ","
      29,1 Juta
    ",US$160.649.564
Baby Doge Coin,BABYDOGE,"US$0,000000001009",-0.6%,-2.3%,-4.7%,-8.3%,US$819.422,"
      156.124.856.092.293.492
    ","
      420 Quadriliun
    ",US$158.083.255
FLOKI,FLOKI,"US$0,00001567",-0.0%,-1.6%,-1.9%,-11.4%,US$4.769.061,"
      9.944.611.888.916
    ","
      10 Triliun
    ",US$155.797.025
Waves,WAVES,"US$1,52",-0.3%,-2.0%,-3.4%,-0.4%,US$11.663.857,"
      100.000.000
    ","
      100 Juta
    ",US$151.934.332
Ontology,ONT,"US$0,168548",-0.4%,1.0%,-0.9%,5.8%,US$6.440.224,"
      895.082.857
    ","
      1 Miliar
    ",US$150.905.525
Siacoin,SC,"US$0,00293045",0.2%,-1.1%,0.2%,-0.1%,US$1.886.178,"
      51.477.015.000
    ","
      -
    ",US$150.738.767
Merit Circle,MC,"US$0,324714",-2.0%,-2.3%,-0.9%,3.7%,US$5.563.250,"
      462.218.760
    ","
      631 Juta
    ",US$149.601.471
EthereumPoW,ETHW,"US$1,32",-0.2%,-0.9%,1.1%,-8.5%,US$4.166.363,"
      107.818.943
    ","
      108 Juta
    ",US$141.688.186
FINSCHIA,FNSA,"US$19,50",-0.1%,-1.8%,-6.8%,-13.6%,US$193.393,"
      7.196.070
    ","
      7,2 Juta
    ",US$140.241.470
Axelar,AXL,"US$0,340303",-0.3%,1.5%,-1.9%,-3.2%,US$19.727.258,"
      411.953.883
    ","
      1,1 Miliar
    ",US$140.119.199
Band Protocol,BAND,"US$1,04",-0.3%,-1.8%,-4.1%,1.9%,US$4.450.573,"
      134.346.160
    ","
      139 Juta
    ",US$139.447.621
IoTeX,IOTX,"US$0,01473071",-0.6%,-1.7%,-3.4%,7.2%,US$1.690.086,"
      9.443.983.642
    ","
      9,5 Miliar
    ",US$139.270.254
DAO Maker,DAO,"US$0,724609",0.0%,-2.8%,-1.8%,-8.6%,US$1.007.689,"
      191.074.000
    ","
      278 Juta
    ",US$138.377.003
Balancer,BAL,"US$3,19",-0.1%,0.7%,-3.7%,-8.7%,US$3.876.329,"
      43.306.096
    ","
      59,3 Juta
    ",US$138.145.377
Mainframe,MFT,"US$0,01292585",-22.3%,-46.3%,29.4%,191.9%,US$46.665,"
      9.386.552.599
    ","
      10 Miliar
    ",US$137.294.419
Ocean Protocol,OCEAN,"US$0,316494",-0.3%,-1.5%,-1.5%,0.1%,US$11.994.952,"
      434.026.837
    ","
      1,41 Miliar
    ",US$137.247.715
WAX,WAXP,"US$0,04052552",-0.1%,-1.9%,-1.5%,-1.5%,US$1.941.917,"
      3.360.891.655
    ","
      3,77 Miliar
    ",US$136.127.815
Biconomy,BICO,"US$0,205578",-0.2%,-5.2%,-1.6%,-2.8%,US$3.475.330,"
      657.617.262
    ","
      1 Miliar
    ",US$135.082.514
sETH2,SETH2,"US$1.577,46",-0.3%,-0.5%,-3.8%,-4.1%,US$139.331,"
      85.095
    ","
      85,1 Ribu
    ",US$134.233.609
IOST,IOST,"US$0,00709489",-0.4%,-1.5%,-1.5%,-1.8%,US$6.397.769,"
      18.708.894.189
    ","
      18,7 Miliar
    ",US$132.858.761
STASIS EURO,EURS,"US$1,06",0.0%,-0.3%,-0.7%,-3.0%,US$2.186.056,"
      124.125.940
    ","
      124 Juta
    ",US$131.899.242
Kyber Network Crystal,KNC,"US$0,723644",0.6%,8.8%,23.1%,36.9%,US$91.723.975,"
      181.672.720
    ","
      229 Juta
    ",US$131.624.318
Ribbon Finance,RBN,"US$0,162557",-0.2%,2.5%,-6.2%,-10.8%,US$507.430,"
      795.225.598
    ","
      1 Miliar
    ",US$129.268.213
TerraClassicUSD,USTC,"US$0,01275959",-0.6%,1.0%,2.2%,1.7%,US$3.448.619,"
      9.787.619.484
    ","
      9,79 Miliar
    ",US$125.499.898
SwissBorg,CHSB,"US$0,131770",0.2%,3.4%,4.1%,-2.4%,US$7.466.077,"
      951.754.603
    ","
      1 Miliar
    ",US$125.253.337
TomoChain,TOMO,"US$1,28",-0.2%,0.3%,3.8%,25.5%,US$6.679.763,"
      97.042.154
    ","
      100 Juta
    ",US$124.270.729
STP,STPT,"US$0,061539",0.0%,6.6%,25.8%,34.1%,US$98.199.695,"
      1.942.420.283
    ","
      1,94 Miliar
    ",US$119.168.455
Tribe,TRIBE,"US$0,256143",-0.0%,0.4%,-0.6%,-1.9%,US$128.557,"
      455.015.531
    ","
      1 Miliar
    ",US$116.330.947
Harmony,ONE,"US$0,00946023",-0.3%,-1.5%,-6.1%,-6.7%,US$4.475.179,"
      12.305.426.115
    ","
      13,2 Miliar
    ",US$116.281.281
Ronin,RON,"US$0,456015",-0.1%,-1.6%,-6.2%,-17.7%,US$1.342.067,"
      254.744.514
    ","
      1 Miliar
    ",US$116.127.796
Kadena,KDA,"US$0,470205",-0.4%,-2.4%,-5.8%,-6.2%,US$1.098.251,"
      247.100.139
    ","
      1 Miliar
    ",US$116.044.218
Bitcoin Avalanche Bridged (BTC.b),BTC.B,"US$26.250,92",-0.3%,-0.7%,-3.7%,0.5%,US$1.272.347,"
      4.421
    ","
      4,42 Ribu
    ",US$116.024.463
Wrapped Beacon ETH,WBETH,"US$1.621,56",-0.1%,-0.1%,-3.4%,-3.4%,US$219.746,"
      70.938
    ","
      70,9 Ribu
    ",US$115.025.889
crvUSD,CRVUSD,"US$1,00",0.1%,-0.1%,0.1%,0.2%,US$11.307.119,"
      114.152.406
    ","
      114 Juta
    ",US$114.372.334
Sushi,SUSHI,"US$0,587569",-0.3%,-1.2%,-6.1%,-0.8%,US$9.039.781,"
      192.789.256
    ","
      250 Juta
    ",US$113.316.265
Magic,MAGIC,"US$0,476748",0.3%,2.3%,-2.2%,-16.5%,US$9.348.044,"
      237.153.246
    ","
      340 Juta
    ",US$113.019.366
SSV Network,SSV,"US$15,93",-0.4%,1.1%,-4.7%,8.1%,US$2.195.880,"
      7.085.673
    ","
      11,1 Juta
    ",US$112.888.477
BORA,BORA,"US$0,111116",0.2%,-1.5%,-1.5%,-8.0%,US$1.004.818,"
      993.750.000
    ","
      1,21 Miliar
    ",US$110.372.988
Tellor Tributes,TRB,"US$43,51",-1.8%,25.0%,27.9%,204.2%,US$76.268.036,"
      2.523.873
    ","
      2,53 Juta
    ",US$109.731.998
Polymath,POLY,"US$0,120618",-0.1%,-3.1%,-3.4%,-11.8%,US$21.025,"
      898.550.830
    ","
      1 Miliar
    ",US$109.625.865
Hive,HIVE,"US$0,295101",0.9%,-0.7%,-0.2%,0.4%,US$1.497.936,"
      371.261.454
    ","
      ∞
    ",US$109.494.452
Wrapped Centrifuge,WCFG,"US$0,298504",0.1%,1.1%,14.0%,36.2%,US$158.278,"
      360.263.043
    ","
      -
    ",US$107.534.750
Centrifuge,CFG,"US$0,297504",-0.2%,1.1%,13.4%,36.2%,US$169.809,"
      360.263.043
    ","
      447 Juta
    ",US$107.178.998
Marinade staked SOL,MSOL,"US$21,90",-0.1%,-1.8%,-3.6%,-6.3%,US$554.332,"
      4.883.903
    ","
      4,88 Juta
    ",US$106.937.218
Horizen,ZEN,"US$7,54",0.1%,-0.8%,-0.5%,8.4%,US$4.323.365,"
      14.164.963
    ","
      14,2 Juta
    ",US$106.658.708
Lisk,LSK,"US$0,725944",-0.1%,-1.1%,-1.9%,0.1%,US$1.067.413,"
      144.818.773
    ","
      -
    ",US$104.947.858
DigiByte,DGB,"US$0,00632109",-0.5%,-1.9%,-5.3%,-8.8%,US$1.540.564,"
      16.527.137.066
    ","
      21 Miliar
    ",US$104.375.881
API3,API3,"US$1,09",-0.1%,-2.1%,0.7%,22.8%,US$3.696.969,"
      95.458.294
    ","
      126 Juta
    ",US$104.363.209
SKALE,SKL,"US$0,02193329",-0.2%,0.2%,-3.1%,-0.7%,US$4.377.847,"
      4.699.519.337
    ","
      5,16 Miliar
    ",US$103.003.240
NuCypher,NU,"US$0,058581",0.1%,-1.1%,-2.7%,-1.9%,US$3.179,"
      0
    ","
      3,89 Miliar
    ",US$89.713.912
Flux,FLUX,"US$0,321498",-0.5%,-0.3%,0.4%,1.6%,US$3.724.454,"
      318.508.024
    ","
      440 Juta
    ",US$102.335.887
Decimal,DEL,"US$0,01940144",0.5%,-2.2%,0.7%,33.0%,"US$88,63","
      5.215.728.115
    ","
      5,22 Miliar
    ",US$101.358.698
UMA,UMA,"US$1,37",-0.2%,0.1%,-3.2%,0.4%,US$2.909.133,"
      73.963.080
    ","
      115 Juta
    ",US$101.235.361
Everscale,EVER,"US$0,051550",0.1%,-0.7%,-1.8%,-1.3%,US$1.416.446,"
      1.927.216.073
    ","
      2,1 Miliar
    ",US$99.267.803
Polymesh,POLYX,"US$0,115106",0.3%,-1.3%,1.8%,6.5%,US$1.984.230,"
      854.637.875
    ","
      855 Juta
    ",US$97.700.659
Gains Network,GNS,"US$3,18",-0.4%,0.3%,-2.9%,-8.1%,US$1.873.167,"
      30.269.328
    ","
      30,3 Juta
    ",US$96.470.704
Loom Network (OLD),LOOMOLD,"US$0,115586",-0.1%,7.9%,138.3%,171.2%,US$1.062.612,"
      833.914.552
    ","
      1 Miliar
    ",US$95.881.555
ARK,ARK,"US$0,538203",-0.3%,5.6%,-6.7%,117.7%,US$8.019.457,"
      175.853.392
    ","
      ∞
    ",US$95.319.288
Blox,CDT,"US$0,140510",2.2%,-15.3%,-25.4%,13.7%,US$102.357,"
      674.579.184
    ","
      1 Miliar
    ",US$94.785.383
e-Radix,EXRD,"US$0,063406",5.1%,4.6%,12.3%,19.9%,US$622.111,"
      1.488.977.178
    ","
      1,49 Miliar
    ",US$93.865.535
Amp,AMP,"US$0,00165465",-0.0%,-1.3%,-3.5%,-15.6%,US$2.306.589,"
      56.127.938.240
    ","
      99,4 Miliar
    ",US$92.730.309
Cartesi,CTSI,"US$0,125979",-0.2%,-0.1%,-2.3%,4.0%,US$3.182.957,"
      734.668.044
    ","
      1 Miliar
    ",US$92.563.375
Stargate Finance,STG,"US$0,452055",-0.2%,-3.1%,-0.5%,-18.3%,US$7.970.372,"
      204.348.516
    ","
      1 Miliar
    ",US$92.341.458
Reserve Rights,RSR,"US$0,00181984",-0.3%,-1.8%,-3.0%,0.1%,US$3.277.138,"
      50.600.000.000
    ","
      100 Miliar
    ",US$92.173.656
Pundi X,PUNDIX,"US$0,354618",-0.2%,-1.1%,2.9%,5.5%,US$2.916.263,"
      258.428.346
    ","
      258 Juta
    ",US$91.613.067
Bitkub Coin,KUB,"US$1,03",0.3%,-0.5%,-5.0%,-14.0%,US$281.163,"
      88.850.000
    ","
      110 Juta
    ",US$90.948.332
Nervos Network,CKB,"US$0,00272167",-0.2%,0.2%,-2.2%,0.6%,US$1.246.867,"
      33.340.636.263
    ","
      ∞
    ",US$90.830.073
inSure DeFi,SURE,"US$0,00343136",0.3%,2.0%,-0.7%,19.2%,US$1.407.774,"
      26.463.283.571
    ","
      88 Miliar
    ",US$90.751.764
Status,SNT,"US$0,02266529",0.0%,0.2%,-0.3%,3.3%,US$1.495.385,"
      3.960.483.788
    ","
      6,8 Miliar
    ",US$89.761.664
Open Exchange Token,OX,"US$0,02281114",-0.1%,1.2%,-14.6%,-55.3%,US$973.325,"
      3.894.385.876
    ","
      3,89 Miliar
    ",US$88.769.098
Decentralized Social,DESO,"US$8,31",-2.3%,-0.8%,-5.1%,-5.4%,US$2.059.558,"
      10.532.254
    ","
      10,8 Juta
    ",US$88.712.912
OriginTrail,TRAC,"US$0,229886",-0.3%,-1.3%,-3.6%,0.0%,US$565.385,"
      382.798.499
    ","
      500 Juta
    ",US$88.005.203
Coin98,C98,"US$0,148066",0.9%,4.9%,3.7%,16.3%,US$11.617.901,"
      592.222.211
    ","
      1 Miliar
    ",US$87.327.018
Short-term T-Bill Token,STBT,"US$1,00",-0.0%,-0.0%,0.3%,-0.1%,US$4.106,"
      86.311.984
    ","
      86,3 Juta
    ",US$86.515.922
PlayDapp,PLA,"US$0,150465",0.4%,-0.6%,0.0%,-3.3%,US$1.892.065,"
      569.265.030
    ","
      700 Juta
    ",US$85.609.150
Murasaki,MURA,"US$1,49",-0.0%,-2.7%,-0.7%,-6.0%,US$502,"
      57.400.000
    ","
      1 Miliar
    ",US$85.443.441
Energy Web,EWT,"US$1,76",-1.0%,-4.6%,-19.4%,-23.1%,US$1.119.375,"
      48.077.585
    ","
      69 Juta
    ",US$85.267.778
VeThor,VTHO,"US$0,00126021",-0.1%,12.1%,3.6%,36.4%,US$12.206.901,"
      67.460.703.800
    ","
      ∞
    ",US$85.008.810
UwU Lend,UWU,"US$16,14",0.1%,3.6%,7.3%,14.7%,US$31.165,"
      5.269.865
    ","
      16 Juta
    ",US$85.025.404
Lido Staked SOL,STSOL,"US$21,77",-0.2%,-1.8%,-3.7%,-6.5%,US$275.223,"
      3.900.412
    ","
      3,9 Juta
    ",US$84.980.113
Metal DAO,MTL,"US$1,31",-0.4%,-4.4%,3.6%,16.7%,US$13.122.170,"
      64.633.864
    ","
      66,6 Juta
    ",US$84.726.724
Krypton DAO,KRD,"US$0,825636",0.4%,-5.3%,-3.0%,-25.1%,US$374,"
      102.457.125
    ","
      10 Miliar
    ",US$84.216.392
Nano,XNO,"US$0,631379",1.4%,3.2%,0.7%,6.6%,US$1.040.004,"
      133.248.290
    ","
      133 Juta
    ",US$84.165.079
JOE,JOE,"US$0,242555",-0.5%,-0.7%,-1.1%,6.0%,US$2.922.473,"
      341.459.396
    ","
      476 Juta
    ",US$82.761.606
DeXe,DEXE,"US$2,26",0.4%,2.5%,-0.2%,3.9%,US$929.315,"
      36.499.825
    ","
      96,5 Juta
    ",US$82.375.284
LUKSO [OLD],LYXE,"US$5,41",2.8%,1.4%,-4.5%,-18.6%,US$410.010,"
      15.575.916
    ","
      100 Juta
    ",US$81.811.385
Open Campus,EDU,"US$0,434106",-0.4%,-1.9%,-2.6%,9.3%,US$30.675.627,"
      187.395.833
    ","
      1 Miliar
    ",US$81.449.297
Liquity,LQTY,"US$0,866791",-0.1%,1.6%,5.6%,10.8%,US$11.092.615,"
      93.539.805
    ","
      100 Juta
    ",US$81.177.475
StormX,STMX,"US$0,00730487",0.2%,4.7%,8.3%,37.0%,US$24.846.707,"
      11.000.000.000
    ","
      12,5 Miliar
    ",US$80.609.666
Kinesis Silver,KAG,"US$23,23",0.0%,-1.3%,-0.4%,-3.7%,US$110.066,"
      3.458.295
    ","
      ∞
    ",US$80.271.043
IQ,IQ,"US$0,00480091",-1.0%,-0.7%,4.4%,4.5%,US$5.593.594,"
      16.652.993.053
    ","
      16,7 Miliar
    ",US$80.037.326
Numeraire,NMR,"US$12,67",-0.3%,-0.3%,0.7%,10.7%,US$3.590.036,"
      6.324.018
    ","
      10,8 Juta
    ",US$80.016.610
MiL.k Alliance,MLK,"US$0,256499",0.2%,-1.9%,-0.1%,-6.5%,US$4.007.309,"
      310.657.063
    ","
      986 Juta
    ",US$79.660.989
Kinesis Gold,KAU,"US$61,34",0.0%,-0.8%,-1.5%,-0.1%,US$167.998,"
      1.279.452
    ","
      ∞
    ",US$78.423.902
dKargo,DKA,"US$0,02510477",2.3%,-0.8%,-1.1%,-4.9%,US$822.275,"
      3.090.416.667
    ","
      5 Miliar
    ",US$77.983.670
Nerve Finance,NRV,"US$0,00281316",-0.3%,-0.3%,-1.2%,-19.0%,US$29.812,"
      0
    ","
      136 Juta
    ",US$43.557.558
HXRO,HXRO,"US$0,126988",-0.1%,-0.5%,-2.8%,-12.8%,"US$43,44","
      610.385.692
    ","
      1 Miliar
    ",US$77.606.885
Efinity,EFI,"US$0,055875",-0.4%,2.3%,-2.6%,13.6%,US$104.734,"
      1.375.362.559
    ","
      2 Miliar
    ",US$76.700.932
MaidSafeCoin,EMAID,"US$0,253580",0.0%,2.1%,0.5%,29.9%,US$850,"
      0
    ","
      2,3 Juta
    ",US$66.875.482
Hifi Finance,HIFI,"US$0,726955",-0.2%,-0.6%,-16.3%,59.2%,US$25.495.868,"
      105.244.407
    ","
      120 Juta
    ",US$76.464.036
Kujira,KUJI,"US$0,653128",-1.0%,-0.3%,-8.0%,-4.8%,US$185.040,"
      116.430.343
    ","
      122 Juta
    ",US$76.345.842
Alchemy Pay,ACH,"US$0,01544497",0.1%,0.5%,-1.0%,13.2%,US$5.959.926,"
      4.943.691.067
    ","
      10 Miliar
    ",US$76.355.468
Echelon Prime,PRIME,"US$3,34",-0.6%,-2.2%,-9.6%,-2.4%,US$1.400.363,"
      22.974.420
    ","
      111 Juta
    ",US$76.257.788
VVS Finance,VVS,"US$0,00000201",-0.2%,-0.4%,-2.9%,-8.4%,US$188.513,"
      37.884.740.173.272
    ","
      75,1 Triliun
    ",US$76.096.364
Function X,FX,"US$0,116435",0.2%,-1.7%,-3.8%,-8.0%,US$269.187,"
      650.963.753
    ","
      651 Juta
    ",US$75.775.224
CoinEx,CET,"US$0,02566400",0.3%,-0.1%,-8.7%,-23.2%,US$166.314,"
      2.968.005.256
    ","
      201 Juta
    ",US$75.445.913
Swell Ethereum,SWETH,"US$1.608,44",-0.2%,-0.5%,-3.4%,-5.2%,US$587.289,"
      46.744
    ","
      46,7 Ribu
    ",US$75.182.359
Steem,STEEM,"US$0,169044",-0.2%,-2.0%,0.6%,4.7%,US$967.003,"
      444.708.353
    ","
      ∞
    ",US$75.154.171
MVL,MVL,"US$0,00313960",-0.2%,-0.1%,5.3%,4.2%,US$1.472.718,"
      23.602.958.863
    ","
      27,8 Miliar
    ",US$74.061.142
Vulcan Forged,PYR,"US$3,06",-0.2%,-0.7%,-9.2%,-6.2%,US$3.201.479,"
      23.897.700
    ","
      50 Juta
    ",US$73.038.786
ORDI,ORDI,"US$3,48",-1.9%,-6.9%,-8.2%,-5.2%,US$15.675.906,"
      21.000.000
    ","
      21 Juta
    ",US$72.996.963
Constellation,DAG,"US$0,02495413",0.3%,-2.3%,-11.3%,-21.1%,US$219.123,"
      2.905.981.836
    ","
      3,55 Miliar
    ",US$72.473.822
Hermez Network,HEZ,"US$4,74",9.2%,6.9%,-0.2%,6.5%,US$21.132,"
      16.706.072
    ","
      19 Juta
    ",US$72.370.369
Prom,PROM,"US$3,94",-0.1%,-2.3%,-3.1%,-2.3%,US$1.196.386,"
      18.250.000
    ","
      19,3 Juta
    ",US$71.976.934
Orbs,ORBS,"US$0,02230466",-0.1%,-0.6%,0.4%,0.2%,US$1.225.087,"
      3.217.486.459
    ","
      10 Miliar
    ",US$71.824.981
Bluzelle,BLZ,"US$0,168827",0.2%,-10.8%,-17.0%,49.7%,US$47.368.356,"
      425.427.177
    ","
      500 Juta
    ",US$71.823.485
Telcoin,TEL,"US$0,00100969",0.1%,-1.5%,-2.4%,-4.0%,US$157.793,"
      70.754.972.844
    ","
      100 Miliar
    ",US$71.305.872
Ergo,ERG,"US$0,934701",-0.2%,-1.0%,-1.3%,-15.4%,US$204.613,"
      73.970.805
    ","
      97,7 Juta
    ",US$70.779.330
Dock,DOCK,"US$0,01546903",-0.0%,3.0%,6.3%,16.6%,US$1.090.345,"
      0
    ","
      1 Miliar
    ",US$40.950.937
Origin Ether,OETH,"US$1.589,74",-0.3%,-0.5%,-3.8%,-4.1%,US$266.017,"
      44.409
    ","
      44,4 Ribu
    ",US$70.619.251
Dogelon Mars,ELON,"US$0,000000128337",-0.2%,0.8%,-3.2%,1.7%,US$2.605.389,"
      549.649.971.723.242
    ","
      1 Quadriliun
    ",US$70.547.645
Stride,STRD,"US$0,803894",-0.9%,5.6%,-0.7%,8.3%,US$47.598,"
      87.523.582
    ","
      87,5 Juta
    ",US$70.512.409
iExec RLC,RLC,"US$0,963489",-0.8%,-4.3%,-7.7%,0.0%,US$16.278.293,"
      72.382.548
    ","
      87 Juta
    ",US$69.835.687
Wrapped NXM,WNXM,"US$29,34",0.0%,-0.2%,-2.1%,-0.6%,US$804.721,"
      2.376.856
    ","
      2,38 Juta
    ",US$69.717.309
Share,SHR,"US$0,00135253",-0.1%,-0.0%,-2.6%,-7.1%,US$35.227,"
      0
    ","
      4,4 Miliar
    ",US$38.557.828
HarryPotterObamaSonic10Inu (ETH),BITCOIN,"US$0,069629",-0.4%,-5.0%,6.9%,-28.3%,US$912.928,"
      999.798.155
    ","
      1 Miliar
    ",US$69.587.339
Celer Network,CELR,"US$0,01230620",-0.6%,-1.8%,4.7%,9.9%,US$5.921.526,"
      5.645.454.936
    ","
      10 Miliar
    ",US$69.473.794
Venus,XVS,"US$4,55",0.4%,-1.2%,-1.5%,26.0%,US$5.957.988,"
      15.275.545
    ","
      29,7 Juta
    ",US$69.435.395
Core,CORE,"US$0,430752",0.4%,8.4%,3.4%,-38.0%,US$19.335.834,"
      160.897.287
    ","
      2,1 Miliar
    ",US$69.306.889
Radiant Capital,RDNT,"US$0,219147",-0.1%,2.5%,-5.3%,-6.5%,US$7.395.885,"
      316.192.083
    ","
      1 Miliar
    ",US$69.254.473
Medibloc,MED,"US$0,00882320",-0.8%,-1.8%,-3.5%,-12.3%,US$1.000.137,"
      7.794.292.981
    ","
      9,26 Miliar
    ",US$68.734.206
ChainX,PCX,"US$0,098531",-0.8%,-6.2%,8.8%,-7.2%,US$430.329,"
      0
    ","
      21 Juta
    ",US$41.826.543
Marlin,POND,"US$0,00841366",-0.5%,-0.9%,1.4%,4.4%,US$1.603.040,"
      8.087.375.977
    ","
      5,03 Miliar
    ",US$68.149.475
SafeMoon,SFM,"US$0,00012159",2.6%,-1.2%,2.5%,-10.3%,US$1.058.161,"
      558.658.767.631
    ","
      1 Triliun
    ",US$67.477.694
RSK Infrastructure Framework,RIF,"US$0,067800",-0.3%,-0.7%,-3.7%,-6.8%,US$263.943,"
      993.340.000
    ","
      1 Miliar
    ",US$67.336.891
Stratis,STRAX,"US$0,437196",0.0%,-0.8%,-3.8%,6.8%,US$2.112.578,"
      153.624.087
    ","
      -
    ",US$67.120.961
World$tateCoin,W$C,"US$0,072026",0.5%,-0.1%,1.7%,-10.7%,US$670.934,"
      927.601.346
    ","
      995 Juta
    ",US$66.775.437
Ardor,ARDR,"US$0,066656",-0.4%,-2.9%,2.0%,4.4%,US$1.084.632,"
      998.466.231
    ","
      998 Juta
    ",US$66.561.267
Radworks,RAD,"US$1,32",-0.4%,-0.9%,-3.1%,1.0%,US$1.879.200,"
      49.829.111
    ","
      100 Juta
    ",US$65.767.540
BENQI Liquid Staked AVAX,SAVAX,"US$9,89",-0.3%,0.3%,-2.1%,-11.9%,US$621.205,"
      6.584.214
    ","
      6,58 Juta
    ",US$65.161.879
Shardus,ULT,"US$0,147002",0.1%,-0.3%,-0.5%,11.6%,"US$0,01035536","
      439.556.760
    ","
      1 Miliar
    ",US$64.615.614
Sweat Economy,SWEAT,"US$0,00816306",0.4%,1.1%,12.6%,20.5%,US$678.618,"
      7.865.612.141
    ","
      22,5 Miliar
    ",US$64.177.384
Phala,PHA,"US$0,105031",0.3%,-6.5%,9.8%,28.4%,US$12.176.274,"
      609.727.839
    ","
      1 Miliar
    ",US$64.036.576
Astrafer,ASTRAFER,"US$0,408517",0.0%,0.6%,-6.0%,-9.6%,US$7.125,"
      156.553.961
    ","
      888 Juta
    ",US$63.957.989
Galxe,GAL,"US$1,37",-0.1%,1.5%,0.8%,20.0%,US$9.384.339,"
      46.545.330
    ","
      200 Juta
    ",US$63.691.913
Power Ledger,POWR,"US$0,147445",-0.3%,-1.2%,3.6%,3.2%,US$1.257.979,"
      429.712.892
    ","
      1 Miliar
    ",US$63.553.121
Nym,NYM,"US$0,113792",0.0%,-0.5%,-5.6%,-19.1%,US$789.208,"
      554.289.871
    ","
      1 Miliar
    ",US$63.079.220
Agoric,BLD,"US$0,102304",0.8%,1.4%,-7.9%,-17.7%,US$174.736,"
      611.833.656
    ","
      1,05 Miliar
    ",US$62.614.865
Bitgert,BRISE,"US$0,000000157848",0.1%,-0.3%,-2.0%,-23.6%,US$3.845.340,"
      395.688.215.721.653
    ","
      427 Triliun
    ",US$62.458.918
OMG Network,OMG,"US$0,445128",-0.1%,-1.1%,-2.6%,-7.0%,US$7.781.101,"
      140.245.398
    ","
      140 Juta
    ",US$62.336.088
Spell,SPELL,"US$0,00050411",-0.7%,-2.6%,-13.9%,27.5%,US$9.572.877,"
      123.622.831.339
    ","
      196 Miliar
    ",US$62.335.394
Stella,ALPHA,"US$0,075537",-0.6%,-2.7%,-3.4%,-7.2%,US$971.467,"
      822.000.000
    ","
      1 Miliar
    ",US$62.069.685
Metis,METIS,"US$14,17",-0.2%,1.8%,21.3%,15.9%,US$1.741.962,"
      4.354.321
    ","
      5,41 Juta
    ",US$61.558.061
Vega Protocol,VEGA,"US$1,12",0.2%,1.6%,0.9%,18.7%,US$658.519,"
      54.892.826
    ","
      65 Juta
    ",US$61.496.210
Hunt,HUNT,"US$0,308289",0.0%,1.6%,4.4%,1.6%,US$2.927.208,"
      198.912.688
    ","
      199 Juta
    ",US$61.305.370
Iustitia Coin,IUS,"US$0,00064009",49.4%,59.4%,6.2%,248.4%,US$23.401,"
      92.233.720.368
    ","
      92,2 Miliar
    ",US$61.056.102
Songbird,SGB,"US$0,00423127",-0.6%,-4.9%,-11.0%,-23.6%,US$353.797,"
      14.380.390.850
    ","
      17,6 Miliar
    ",US$60.818.198
Pendle,PENDLE,"US$0,627495",-0.6%,0.1%,-3.0%,1.2%,US$9.156.062,"
      96.950.723
    ","
      258 Juta
    ",US$60.780.403
Syscoin,SYS,"US$0,084498",-0.5%,-2.9%,-2.7%,0.5%,US$1.122.048,"
      717.728.953
    ","
      747 Juta
    ",US$60.794.054
Civic,CVC,"US$0,075769",1.5%,-0.2%,3.2%,4.5%,US$1.548.821,"
      802.000.010
    ","
      1 Miliar
    ",US$60.765.711
Linear,LINA,"US$0,01077659",-0.2%,-1.2%,-0.6%,6.4%,US$6.793.485,"
      5.625.110.537
    ","
      10 Miliar
    ",US$60.645.522
CANTO,CANTO,"US$0,111736",-0.1%,0.7%,-13.8%,24.2%,US$1.047.739,"
      535.572.179
    ","
      1 Miliar
    ",US$59.866.068
Synapse,SYN,"US$0,309922",-0.7%,-1.9%,-4.7%,-25.8%,US$2.294.354,"
      190.117.589
    ","
      185 Juta
    ",US$58.976.783
WINkLink,WIN,"US$0,00006094",-0.2%,-0.6%,-3.3%,-3.5%,US$6.692.441,"
      961.737.300.000
    ","
      999 Miliar
    ",US$58.614.117
Smooth Love Potion,SLP,"US$0,00140290",-0.4%,0.6%,1.0%,-2.8%,US$4.637.086,"
      41.494.094.273
    ","
      ∞
    ",US$58.407.785
